"OrderedDict([('DateTime', datetime.datetime(2021, 7, 20, 18, 55, 28, 893610)), ('pm1_cf', 4), ('pm25_cf', 4), ('pm10_cf', 5), ('pm1', 4), ('pm25', 4), ('pm10', 5)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 32, 51, 803170)), ('pm1_cf', 15), ('pm25_cf', 22), ('pm10_cf', 22), ('pm1', 15), ('pm25', 22), ('pm10', 22)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 33, 8, 225999)), ('pm1_cf', 14), ('pm25_cf', 19), ('pm10_cf', 20), ('pm1', 14), ('pm25', 19), ('pm10', 20)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 33, 24, 576772)), ('pm1_cf', 14), ('pm25_cf', 18), ('pm10_cf', 19), ('pm1', 14), ('pm25', 18), ('pm10', 19)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 33, 40, 936745)), ('pm1_cf', 13), ('pm25_cf', 18), ('pm10_cf', 18), ('pm1', 13), ('pm25', 18), ('pm10', 18)])"
""
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 34, 14, 537353)), ('pm1_cf', 16), ('pm25_cf', 21), ('pm10_cf', 24), ('pm1', 16), ('pm25', 21), ('pm10', 24)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 34, 30, 958947)), ('pm1_cf', 14), ('pm25_cf', 20), ('pm10_cf', 24), ('pm1', 14), ('pm25', 20), ('pm10', 24)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 34, 47, 661757)), ('pm1_cf', 15), ('pm25_cf', 21), ('pm10_cf', 21), ('pm1', 15), ('pm25', 21), ('pm10', 21)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 35, 4, 232879)), ('pm1_cf', 15), ('pm25_cf', 20), ('pm10_cf', 21), ('pm1', 15), ('pm25', 20), ('pm10', 21)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 35, 20, 645734)), ('pm1_cf', 15), ('pm25_cf', 20), ('pm10_cf', 20), ('pm1', 15), ('pm25', 20), ('pm10', 20)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 35, 36, 996908)), ('pm1_cf', 15), ('pm25_cf', 20), ('pm10_cf', 20), ('pm1', 15), ('pm25', 20), ('pm10', 20)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 35, 53, 346609)), ('pm1_cf', 15), ('pm25_cf', 20), ('pm10_cf', 20), ('pm1', 15), ('pm25', 20), ('pm10', 20)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 36, 9, 767856)), ('pm1_cf', 15), ('pm25_cf', 20), ('pm10_cf', 21), ('pm1', 15), ('pm25', 20), ('pm10', 21)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 36, 26, 119013)), ('pm1_cf', 17), ('pm25_cf', 22), ('pm10_cf', 23), ('pm1', 17), ('pm25', 22), ('pm10', 23)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 36, 42, 470092)), ('pm1_cf', 16), ('pm25_cf', 20), ('pm10_cf', 21), ('pm1', 16), ('pm25', 20), ('pm10', 21)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 36, 58, 890742)), ('pm1_cf', 15), ('pm25_cf', 20), ('pm10_cf', 21), ('pm1', 15), ('pm25', 20), ('pm10', 21)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 37, 15, 242787)), ('pm1_cf', 13), ('pm25_cf', 20), ('pm10_cf', 20), ('pm1', 13), ('pm25', 20), ('pm10', 20)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 37, 31, 596831)), ('pm1_cf', 16), ('pm25_cf', 24), ('pm10_cf', 24), ('pm1', 16), ('pm25', 24), ('pm10', 24)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 37, 48, 15247)), ('pm1_cf', 14), ('pm25_cf', 22), ('pm10_cf', 22), ('pm1', 14), ('pm25', 22), ('pm10', 22)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 38, 4, 435784)), ('pm1_cf', 16), ('pm25_cf', 24), ('pm10_cf', 25), ('pm1', 16), ('pm25', 24), ('pm10', 25)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 38, 20, 447727)), ('pm1_cf', 14), ('pm25_cf', 23), ('pm10_cf', 26), ('pm1', 14), ('pm25', 23), ('pm10', 26)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 38, 36, 791444)), ('pm1_cf', 15), ('pm25_cf', 22), ('pm10_cf', 24), ('pm1', 15), ('pm25', 22), ('pm10', 24)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 38, 53, 229261)), ('pm1_cf', 16), ('pm25_cf', 20), ('pm10_cf', 20), ('pm1', 16), ('pm25', 20), ('pm10', 20)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 39, 10, 402022)), ('pm1_cf', 16), ('pm25_cf', 20), ('pm10_cf', 20), ('pm1', 16), ('pm25', 20), ('pm10', 20)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 39, 26, 823891)), ('pm1_cf', 15), ('pm25_cf', 20), ('pm10_cf', 21), ('pm1', 15), ('pm25', 20), ('pm10', 21)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 39, 43, 175827)), ('pm1_cf', 16), ('pm25_cf', 21), ('pm10_cf', 23), ('pm1', 16), ('pm25', 21), ('pm10', 23)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 39, 59, 527692)), ('pm1_cf', 14), ('pm25_cf', 21), ('pm10_cf', 22), ('pm1', 14), ('pm25', 21), ('pm10', 22)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 40, 15, 950561)), ('pm1_cf', 17), ('pm25_cf', 24), ('pm10_cf', 25), ('pm1', 17), ('pm25', 24), ('pm10', 25)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 40, 33, 141538)), ('pm1_cf', 17), ('pm25_cf', 24), ('pm10_cf', 25), ('pm1', 17), ('pm25', 24), ('pm10', 25)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 40, 49, 564171)), ('pm1_cf', 15), ('pm25_cf', 22), ('pm10_cf', 22), ('pm1', 15), ('pm25', 22), ('pm10', 22)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 41, 5, 915271)), ('pm1_cf', 15), ('pm25_cf', 22), ('pm10_cf', 22), ('pm1', 15), ('pm25', 22), ('pm10', 22)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 41, 22, 276836)), ('pm1_cf', 17), ('pm25_cf', 24), ('pm10_cf', 25), ('pm1', 17), ('pm25', 24), ('pm10', 25)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 41, 39, 526201)), ('pm1_cf', 15), ('pm25_cf', 21), ('pm10_cf', 23), ('pm1', 15), ('pm25', 21), ('pm10', 23)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 41, 55, 877120)), ('pm1_cf', 16), ('pm25_cf', 22), ('pm10_cf', 25), ('pm1', 16), ('pm25', 22), ('pm10', 25)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 42, 12, 296974)), ('pm1_cf', 16), ('pm25_cf', 22), ('pm10_cf', 23), ('pm1', 16), ('pm25', 22), ('pm10', 23)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 42, 28, 645808)), ('pm1_cf', 16), ('pm25_cf', 21), ('pm10_cf', 22), ('pm1', 16), ('pm25', 21), ('pm10', 22)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 42, 44, 995161)), ('pm1_cf', 13), ('pm25_cf', 18), ('pm10_cf', 18), ('pm1', 13), ('pm25', 18), ('pm10', 18)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 43, 2, 257039)), ('pm1_cf', 14), ('pm25_cf', 18), ('pm10_cf', 18), ('pm1', 14), ('pm25', 18), ('pm10', 18)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 43, 18, 604218)), ('pm1_cf', 16), ('pm25_cf', 20), ('pm10_cf', 20), ('pm1', 16), ('pm25', 20), ('pm10', 20)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 43, 35, 24013)), ('pm1_cf', 14), ('pm25_cf', 18), ('pm10_cf', 20), ('pm1', 14), ('pm25', 18), ('pm10', 20)])"
""
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 44, 9, 471152)), ('pm1_cf', 15), ('pm25_cf', 21), ('pm10_cf', 22), ('pm1', 15), ('pm25', 21), ('pm10', 22)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 44, 25, 820633)), ('pm1_cf', 14), ('pm25_cf', 20), ('pm10_cf', 20), ('pm1', 14), ('pm25', 20), ('pm10', 20)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 44, 42, 246854)), ('pm1_cf', 14), ('pm25_cf', 18), ('pm10_cf', 18), ('pm1', 14), ('pm25', 18), ('pm10', 18)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 44, 58, 590217)), ('pm1_cf', 15), ('pm25_cf', 19), ('pm10_cf', 19), ('pm1', 15), ('pm25', 19), ('pm10', 19)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 45, 15, 80488)), ('pm1_cf', 14), ('pm25_cf', 20), ('pm10_cf', 22), ('pm1', 14), ('pm25', 20), ('pm10', 22)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 45, 32, 64380)), ('pm1_cf', 15), ('pm25_cf', 23), ('pm10_cf', 23), ('pm1', 15), ('pm25', 23), ('pm10', 23)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 45, 48, 835432)), ('pm1_cf', 14), ('pm25_cf', 21), ('pm10_cf', 21), ('pm1', 14), ('pm25', 21), ('pm10', 21)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 46, 5, 194680)), ('pm1_cf', 14), ('pm25_cf', 19), ('pm10_cf', 20), ('pm1', 14), ('pm25', 19), ('pm10', 20)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 46, 22, 442372)), ('pm1_cf', 14), ('pm25_cf', 19), ('pm10_cf', 21), ('pm1', 14), ('pm25', 19), ('pm10', 21)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 46, 38, 792080)), ('pm1_cf', 15), ('pm25_cf', 21), ('pm10_cf', 21), ('pm1', 15), ('pm25', 21), ('pm10', 21)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 46, 55, 214371)), ('pm1_cf', 15), ('pm25_cf', 20), ('pm10_cf', 20), ('pm1', 15), ('pm25', 20), ('pm10', 20)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 47, 12, 54173)), ('pm1_cf', 13), ('pm25_cf', 20), ('pm10_cf', 21), ('pm1', 13), ('pm25', 20), ('pm10', 21)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 47, 28, 474668)), ('pm1_cf', 14), ('pm25_cf', 20), ('pm10_cf', 21), ('pm1', 14), ('pm25', 20), ('pm10', 21)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 47, 44, 895572)), ('pm1_cf', 17), ('pm25_cf', 24), ('pm10_cf', 25), ('pm1', 17), ('pm25', 24), ('pm10', 25)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 48, 2, 86876)), ('pm1_cf', 15), ('pm25_cf', 19), ('pm10_cf', 20), ('pm1', 15), ('pm25', 19), ('pm10', 20)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 48, 19, 341457)), ('pm1_cf', 14), ('pm25_cf', 19), ('pm10_cf', 21), ('pm1', 14), ('pm25', 19), ('pm10', 21)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 48, 35, 416772)), ('pm1_cf', 16), ('pm25_cf', 22), ('pm10_cf', 23), ('pm1', 16), ('pm25', 22), ('pm10', 23)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 48, 52, 329363)), ('pm1_cf', 16), ('pm25_cf', 23), ('pm10_cf', 23), ('pm1', 16), ('pm25', 23), ('pm10', 23)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 49, 9, 176863)), ('pm1_cf', 15), ('pm25_cf', 22), ('pm10_cf', 23), ('pm1', 15), ('pm25', 22), ('pm10', 23)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 49, 25, 661215)), ('pm1_cf', 15), ('pm25_cf', 20), ('pm10_cf', 22), ('pm1', 15), ('pm25', 20), ('pm10', 22)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 49, 42, 152165)), ('pm1_cf', 15), ('pm25_cf', 19), ('pm10_cf', 20), ('pm1', 15), ('pm25', 19), ('pm10', 20)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 49, 58, 994554)), ('pm1_cf', 16), ('pm25_cf', 21), ('pm10_cf', 22), ('pm1', 16), ('pm25', 21), ('pm10', 22)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 50, 16, 182406)), ('pm1_cf', 16), ('pm25_cf', 21), ('pm10_cf', 22), ('pm1', 16), ('pm25', 21), ('pm10', 22)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 50, 32, 602830)), ('pm1_cf', 15), ('pm25_cf', 19), ('pm10_cf', 20), ('pm1', 15), ('pm25', 19), ('pm10', 20)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 50, 48, 951110)), ('pm1_cf', 18), ('pm25_cf', 24), ('pm10_cf', 26), ('pm1', 18), ('pm25', 24), ('pm10', 26)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 51, 5, 306858)), ('pm1_cf', 19), ('pm25_cf', 23), ('pm10_cf', 26), ('pm1', 19), ('pm25', 23), ('pm10', 26)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 51, 21, 720129)), ('pm1_cf', 16), ('pm25_cf', 20), ('pm10_cf', 20), ('pm1', 16), ('pm25', 20), ('pm10', 20)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 51, 38, 99515)), ('pm1_cf', 14), ('pm25_cf', 21), ('pm10_cf', 21), ('pm1', 14), ('pm25', 21), ('pm10', 21)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 51, 55, 328021)), ('pm1_cf', 17), ('pm25_cf', 22), ('pm10_cf', 23), ('pm1', 17), ('pm25', 22), ('pm10', 23)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 52, 11, 678153)), ('pm1_cf', 16), ('pm25_cf', 22), ('pm10_cf', 24), ('pm1', 16), ('pm25', 22), ('pm10', 24)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 52, 28, 27752)), ('pm1_cf', 19), ('pm25_cf', 24), ('pm10_cf', 25), ('pm1', 19), ('pm25', 24), ('pm10', 25)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 52, 45, 285599)), ('pm1_cf', 17), ('pm25_cf', 21), ('pm10_cf', 22), ('pm1', 17), ('pm25', 21), ('pm10', 22)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 53, 2, 206793)), ('pm1_cf', 18), ('pm25_cf', 26), ('pm10_cf', 27), ('pm1', 18), ('pm25', 26), ('pm10', 27)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 53, 18, 690318)), ('pm1_cf', 17), ('pm25_cf', 24), ('pm10_cf', 26), ('pm1', 17), ('pm25', 24), ('pm10', 26)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 53, 35, 39507)), ('pm1_cf', 17), ('pm25_cf', 24), ('pm10_cf', 24), ('pm1', 17), ('pm25', 24), ('pm10', 24)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 53, 52, 307594)), ('pm1_cf', 18), ('pm25_cf', 23), ('pm10_cf', 24), ('pm1', 18), ('pm25', 23), ('pm10', 24)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 54, 8, 645307)), ('pm1_cf', 17), ('pm25_cf', 25), ('pm10_cf', 27), ('pm1', 17), ('pm25', 25), ('pm10', 27)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 54, 24, 993761)), ('pm1_cf', 17), ('pm25_cf', 23), ('pm10_cf', 26), ('pm1', 17), ('pm25', 23), ('pm10', 26)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 54, 41, 412187)), ('pm1_cf', 17), ('pm25_cf', 22), ('pm10_cf', 23), ('pm1', 17), ('pm25', 22), ('pm10', 23)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 54, 57, 971567)), ('pm1_cf', 18), ('pm25_cf', 25), ('pm10_cf', 26), ('pm1', 18), ('pm25', 25), ('pm10', 26)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 55, 14, 673195)), ('pm1_cf', 20), ('pm25_cf', 25), ('pm10_cf', 25), ('pm1', 20), ('pm25', 25), ('pm10', 25)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 55, 31, 91533)), ('pm1_cf', 16), ('pm25_cf', 23), ('pm10_cf', 23), ('pm1', 16), ('pm25', 23), ('pm10', 23)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 55, 47, 439710)), ('pm1_cf', 17), ('pm25_cf', 23), ('pm10_cf', 24), ('pm1', 17), ('pm25', 23), ('pm10', 24)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 56, 3, 928665)), ('pm1_cf', 16), ('pm25_cf', 21), ('pm10_cf', 21), ('pm1', 16), ('pm25', 21), ('pm10', 21)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 56, 20, 769833)), ('pm1_cf', 17), ('pm25_cf', 24), ('pm10_cf', 26), ('pm1', 17), ('pm25', 24), ('pm10', 26)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 56, 37, 957239)), ('pm1_cf', 21), ('pm25_cf', 26), ('pm10_cf', 27), ('pm1', 20), ('pm25', 26), ('pm10', 27)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 56, 54, 656540)), ('pm1_cf', 16), ('pm25_cf', 23), ('pm10_cf', 24), ('pm1', 16), ('pm25', 23), ('pm10', 24)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 57, 11, 287050)), ('pm1_cf', 17), ('pm25_cf', 24), ('pm10_cf', 24), ('pm1', 17), ('pm25', 24), ('pm10', 24)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 57, 27, 636774)), ('pm1_cf', 18), ('pm25_cf', 24), ('pm10_cf', 24), ('pm1', 18), ('pm25', 24), ('pm10', 24)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 57, 44, 52901)), ('pm1_cf', 17), ('pm25_cf', 23), ('pm10_cf', 24), ('pm1', 17), ('pm25', 23), ('pm10', 24)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 58, 1, 238127)), ('pm1_cf', 16), ('pm25_cf', 22), ('pm10_cf', 23), ('pm1', 16), ('pm25', 22), ('pm10', 23)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 58, 17, 654400)), ('pm1_cf', 16), ('pm25_cf', 22), ('pm10_cf', 24), ('pm1', 16), ('pm25', 22), ('pm10', 24)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 58, 34, 1774)), ('pm1_cf', 19), ('pm25_cf', 24), ('pm10_cf', 26), ('pm1', 19), ('pm25', 24), ('pm10', 26)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 58, 51, 269517)), ('pm1_cf', 20), ('pm25_cf', 27), ('pm10_cf', 27), ('pm1', 20), ('pm25', 27), ('pm10', 27)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 59, 8, 444741)), ('pm1_cf', 20), ('pm25_cf', 26), ('pm10_cf', 28), ('pm1', 20), ('pm25', 26), ('pm10', 28)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 59, 24, 864087)), ('pm1_cf', 20), ('pm25_cf', 28), ('pm10_cf', 29), ('pm1', 20), ('pm25', 28), ('pm10', 29)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 59, 41, 213063)), ('pm1_cf', 22), ('pm25_cf', 29), ('pm10_cf', 29), ('pm1', 21), ('pm25', 29), ('pm10', 29)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 12, 59, 58, 136818)), ('pm1_cf', 20), ('pm25_cf', 31), ('pm10_cf', 33), ('pm1', 20), ('pm25', 30), ('pm10', 33)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 13, 0, 15, 384324)), ('pm1_cf', 20), ('pm25_cf', 30), ('pm10_cf', 31), ('pm1', 20), ('pm25', 30), ('pm10', 31)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 13, 0, 31, 732094)), ('pm1_cf', 21), ('pm25_cf', 30), ('pm10_cf', 30), ('pm1', 20), ('pm25', 30), ('pm10', 30)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 13, 0, 48, 150503)), ('pm1_cf', 20), ('pm25_cf', 27), ('pm10_cf', 28), ('pm1', 20), ('pm25', 27), ('pm10', 28)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 13, 1, 4, 851829)), ('pm1_cf', 21), ('pm25_cf', 30), ('pm10_cf', 32), ('pm1', 20), ('pm25', 30), ('pm10', 32)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 13, 1, 21, 553582)), ('pm1_cf', 22), ('pm25_cf', 29), ('pm10_cf', 29), ('pm1', 21), ('pm25', 29), ('pm10', 29)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 13, 1, 38, 395895)), ('pm1_cf', 21), ('pm25_cf', 30), ('pm10_cf', 32), ('pm1', 20), ('pm25', 30), ('pm10', 32)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 13, 1, 54, 743114)), ('pm1_cf', 21), ('pm25_cf', 29), ('pm10_cf', 29), ('pm1', 20), ('pm25', 29), ('pm10', 29)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 13, 2, 11, 90226)), ('pm1_cf', 20), ('pm25_cf', 26), ('pm10_cf', 26), ('pm1', 20), ('pm25', 26), ('pm10', 26)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 13, 2, 28, 72095)), ('pm1_cf', 18), ('pm25_cf', 25), ('pm10_cf', 26), ('pm1', 18), ('pm25', 25), ('pm10', 26)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 13, 2, 45, 257811)), ('pm1_cf', 21), ('pm25_cf', 28), ('pm10_cf', 30), ('pm1', 20), ('pm25', 28), ('pm10', 30)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 13, 3, 1, 817790)), ('pm1_cf', 21), ('pm25_cf', 27), ('pm10_cf', 29), ('pm1', 20), ('pm25', 27), ('pm10', 29)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 13, 3, 18, 590163)), ('pm1_cf', 20), ('pm25_cf', 29), ('pm10_cf', 31), ('pm1', 20), ('pm25', 29), ('pm10', 31)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 13, 3, 34, 937614)), ('pm1_cf', 18), ('pm25_cf', 25), ('pm10_cf', 26), ('pm1', 18), ('pm25', 25), ('pm10', 26)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 13, 3, 52, 196268)), ('pm1_cf', 20), ('pm25_cf', 26), ('pm10_cf', 27), ('pm1', 20), ('pm25', 26), ('pm10', 27)])"
""
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 13, 4, 26, 368953)), ('pm1_cf', 22), ('pm25_cf', 29), ('pm10_cf', 29), ('pm1', 21), ('pm25', 29), ('pm10', 29)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 13, 4, 42, 717015)), ('pm1_cf', 23), ('pm25_cf', 32), ('pm10_cf', 33), ('pm1', 22), ('pm25', 31), ('pm10', 33)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 13, 4, 59, 969972)), ('pm1_cf', 20), ('pm25_cf', 29), ('pm10_cf', 31), ('pm1', 19), ('pm25', 29), ('pm10', 31)])"
""
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 13, 5, 33, 574932)), ('pm1_cf', 20), ('pm25_cf', 28), ('pm10_cf', 29), ('pm1', 19), ('pm25', 28), ('pm10', 29)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 13, 5, 50, 497186)), ('pm1_cf', 21), ('pm25_cf', 32), ('pm10_cf', 32), ('pm1', 20), ('pm25', 31), ('pm10', 32)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 13, 6, 7, 49646)), ('pm1_cf', 21), ('pm25_cf', 30), ('pm10_cf', 30), ('pm1', 20), ('pm25', 30), ('pm10', 30)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 13, 6, 24, 246864)), ('pm1_cf', 22), ('pm25_cf', 29), ('pm10_cf', 29), ('pm1', 21), ('pm25', 29), ('pm10', 29)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 13, 6, 41, 492362)), ('pm1_cf', 22), ('pm25_cf', 31), ('pm10_cf', 32), ('pm1', 21), ('pm25', 30), ('pm10', 32)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 13, 6, 57, 841441)), ('pm1_cf', 23), ('pm25_cf', 33), ('pm10_cf', 35), ('pm1', 22), ('pm25', 32), ('pm10', 35)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 13, 7, 14, 825346)), ('pm1_cf', 21), ('pm25_cf', 30), ('pm10_cf', 30), ('pm1', 20), ('pm25', 30), ('pm10', 30)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 13, 7, 32, 11278)), ('pm1_cf', 23), ('pm25_cf', 30), ('pm10_cf', 31), ('pm1', 22), ('pm25', 30), ('pm10', 31)])"
""
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 13, 8, 5, 614317)), ('pm1_cf', 22), ('pm25_cf', 30), ('pm10_cf', 31), ('pm1', 21), ('pm25', 30), ('pm10', 31)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 13, 8, 22, 33339)), ('pm1_cf', 22), ('pm25_cf', 28), ('pm10_cf', 29), ('pm1', 21), ('pm25', 28), ('pm10', 29)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 13, 8, 39, 226824)), ('pm1_cf', 23), ('pm25_cf', 30), ('pm10_cf', 31), ('pm1', 22), ('pm25', 30), ('pm10', 31)])"
